,0,1,2,3,4,5,6,7,8,9
1920-1929,31,7,34,10,9,3,20,18,14,3
1930-1939,35,16,36,12,3,7,21,15,7,9
1940-1949,0,0,5,0,0,1,0,2,4,0
1950-1959,17,25,19,12,5,15,15,31,19,2
1960-1969,3255,1490,2083,1529,1610,1136,1521,1804,3459,1015
1970-1979,4280,3005,3334,4213,4305,2131,4181,3528,4670,1679
1980-1989,4800,4121,4932,6796,6538,3272,6051,5181,4981,2549
1990-1999,3359,4201,4252,3874,4117,3671,3628,4674,3345,3447
2000-2009,2334,3824,4138,2151,3124,4378,2565,3531,2288,4782
2010-2019,2746,4957,4395,2633,3672,7241,3219,4321,2521,8454
2020-2029,82,131,79,89,96,215,81,124,66,243
Total,20939,21777,23307,21319,23479,22070,21302,23229,21374,22183
