,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.213,0.174,0.161,0.0,0.0,0.032,0.0,0.0,0.065,0.0,0.058,0.0,0.006,0.0,0.006,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.032,0.065,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.006,0.0
1930-1939,0.17,0.207,0.167,0.0,0.0,0.075,0.003,0.007,0.082,0.0,0.043,0.0,0.0,0.003,0.0,0.003,0.0,0.003,0.069,0.0,0.0,0.0,0.033,0.0,0.0,0.007,0.003,0.0,0.0,0.036,0.0,0.033,0.03,0.0,0.01,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.0,0.0,0.003,0.0,0.0,0.003,0.0,0.003
1940-1949,0.261,0.142,0.13,0.004,0.0,0.038,0.002,0.002,0.104,0.002,0.047,0.002,0.002,0.0,0.002,0.006,0.006,0.004,0.049,0.002,0.004,0.0,0.034,0.0,0.0,0.004,0.019,0.002,0.002,0.028,0.0,0.03,0.023,0.0,0.017,0.002,0.006,0.0,0.0,0.002,0.004,0.002,0.002,0.0,0.004,0.004,0.0,0.002,0.0,0.0
1950-1959,0.212,0.144,0.092,0.004,0.008,0.06,0.002,0.002,0.078,0.0,0.068,0.0,0.004,0.004,0.008,0.0,0.004,0.004,0.03,0.002,0.01,0.004,0.028,0.002,0.002,0.002,0.028,0.0,0.008,0.036,0.002,0.034,0.042,0.0,0.042,0.0,0.006,0.008,0.002,0.0,0.006,0.0,0.002,0.0,0.004,0.0,0.002,0.004,0.0,0.0
1960-1969,0.139,0.088,0.069,0.016,0.031,0.064,0.017,0.016,0.049,0.017,0.053,0.014,0.015,0.018,0.011,0.012,0.012,0.008,0.041,0.012,0.014,0.009,0.035,0.011,0.013,0.011,0.044,0.006,0.005,0.016,0.006,0.019,0.017,0.01,0.022,0.008,0.007,0.007,0.004,0.002,0.015,0.002,0.005,0.002,0.003,0.001,0.0,0.005,0.0,0.001
1970-1979,0.063,0.049,0.035,0.035,0.038,0.03,0.033,0.034,0.02,0.028,0.028,0.026,0.026,0.035,0.037,0.026,0.033,0.023,0.018,0.028,0.031,0.023,0.015,0.022,0.021,0.021,0.024,0.017,0.014,0.008,0.013,0.011,0.011,0.014,0.013,0.011,0.008,0.011,0.013,0.01,0.013,0.008,0.004,0.008,0.004,0.001,0.003,0.001,0.001,0.0
1980-1989,0.042,0.031,0.021,0.041,0.044,0.023,0.039,0.046,0.02,0.041,0.018,0.035,0.036,0.038,0.034,0.032,0.035,0.037,0.009,0.029,0.029,0.027,0.008,0.024,0.023,0.026,0.011,0.023,0.016,0.006,0.021,0.005,0.009,0.027,0.008,0.006,0.013,0.012,0.015,0.008,0.005,0.005,0.007,0.005,0.002,0.003,0.001,0.001,0.001,0.0
1990-1999,0.019,0.018,0.014,0.06,0.06,0.011,0.048,0.046,0.005,0.05,0.007,0.036,0.028,0.043,0.037,0.038,0.039,0.034,0.004,0.046,0.028,0.022,0.007,0.022,0.026,0.023,0.009,0.029,0.027,0.008,0.03,0.004,0.009,0.013,0.002,0.013,0.014,0.013,0.008,0.015,0.006,0.005,0.008,0.007,0.001,0.002,0.004,0.001,0.0,0.0
2000-2009,0.013,0.012,0.008,0.077,0.057,0.011,0.069,0.039,0.002,0.043,0.011,0.045,0.033,0.028,0.031,0.048,0.037,0.036,0.007,0.039,0.022,0.039,0.004,0.035,0.033,0.027,0.002,0.03,0.02,0.005,0.019,0.001,0.004,0.016,0.004,0.014,0.013,0.011,0.016,0.008,0.004,0.017,0.004,0.002,0.002,0.002,0.0,0.0,0.001,0.0
2010-2019,0.022,0.006,0.006,0.053,0.05,0.002,0.07,0.044,0.007,0.05,0.002,0.051,0.044,0.04,0.044,0.04,0.05,0.05,0.002,0.02,0.02,0.029,0.0,0.033,0.031,0.015,0.004,0.015,0.022,0.004,0.04,0.002,0.002,0.02,0.0,0.013,0.015,0.02,0.011,0.017,0.0,0.011,0.011,0.009,0.0,0.0,0.006,0.0,0.0,0.0
2020-2029,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.084,0.06,0.046,0.037,0.037,0.031,0.035,0.031,0.031,0.03,0.028,0.027,0.024,0.028,0.027,0.026,0.028,0.025,0.021,0.024,0.021,0.02,0.017,0.019,0.019,0.018,0.017,0.017,0.014,0.013,0.016,0.012,0.014,0.014,0.012,0.008,0.01,0.01,0.01,0.008,0.007,0.006,0.005,0.004,0.003,0.002,0.002,0.002,0.001,0.0
