,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.0,0.0,0.016,0.0,0.001,0.053,0.0,0.0,0.001,0.0,0.001,0.003,0.0,0.098,0.0,0.0,0.023,0.227,0.001,0.0,0.121,0.0,0.001,0.001,0.001,0.001,0.054,0.0,0.003,0.07,0.005,0.003,0.002,0.0,0.025,0.006,0.002,0.0,0.066,0.16,0.0,0.001,0.002,0.003,0.001,0.045,0.0,0.001,0.004,0.002
1930-1939,0.002,0.0,0.007,0.001,0.001,0.047,0.001,0.002,0.0,0.003,0.0,0.001,0.003,0.073,0.0,0.0,0.093,0.16,0.003,0.001,0.226,0.002,0.0,0.001,0.001,0.001,0.032,0.002,0.001,0.058,0.008,0.005,0.0,0.001,0.031,0.009,0.001,0.0,0.07,0.111,0.001,0.0,0.001,0.001,0.0,0.037,0.001,0.0,0.002,0.001
1940-1949,0.001,0.001,0.027,0.002,0.003,0.035,0.003,0.002,0.001,0.001,0.001,0.003,0.001,0.06,0.001,0.001,0.115,0.152,0.008,0.001,0.228,0.001,0.002,0.002,0.003,0.003,0.024,0.003,0.001,0.044,0.005,0.005,0.005,0.003,0.023,0.023,0.005,0.002,0.043,0.104,0.002,0.001,0.005,0.003,0.004,0.026,0.003,0.004,0.001,0.008
1950-1959,0.002,0.002,0.031,0.004,0.001,0.035,0.005,0.003,0.004,0.0,0.004,0.006,0.002,0.079,0.002,0.0,0.079,0.125,0.01,0.001,0.194,0.007,0.0,0.001,0.003,0.002,0.029,0.003,0.005,0.038,0.006,0.008,0.006,0.001,0.032,0.026,0.004,0.001,0.075,0.079,0.006,0.001,0.005,0.003,0.003,0.036,0.002,0.007,0.001,0.025
1960-1969,0.006,0.01,0.021,0.007,0.02,0.034,0.014,0.003,0.013,0.0,0.014,0.006,0.007,0.072,0.01,0.002,0.041,0.084,0.011,0.006,0.11,0.012,0.003,0.014,0.01,0.008,0.031,0.015,0.012,0.032,0.008,0.005,0.021,0.006,0.026,0.035,0.018,0.015,0.05,0.064,0.009,0.001,0.016,0.016,0.015,0.021,0.007,0.022,0.003,0.017
1970-1979,0.015,0.019,0.011,0.009,0.032,0.012,0.025,0.004,0.023,0.001,0.026,0.01,0.016,0.028,0.022,0.001,0.022,0.034,0.033,0.005,0.061,0.025,0.003,0.027,0.022,0.026,0.008,0.03,0.033,0.018,0.009,0.003,0.041,0.013,0.013,0.02,0.038,0.027,0.021,0.033,0.025,0.006,0.037,0.022,0.024,0.008,0.011,0.034,0.002,0.011
1980-1989,0.015,0.021,0.004,0.009,0.033,0.01,0.032,0.001,0.024,0.001,0.03,0.007,0.015,0.017,0.022,0.001,0.031,0.027,0.035,0.008,0.045,0.032,0.001,0.023,0.015,0.027,0.01,0.033,0.031,0.011,0.012,0.0,0.042,0.016,0.017,0.017,0.046,0.034,0.013,0.019,0.024,0.008,0.042,0.036,0.031,0.011,0.015,0.041,0.0,0.006
1990-1999,0.015,0.024,0.002,0.011,0.04,0.005,0.04,0.001,0.028,0.001,0.046,0.009,0.017,0.016,0.032,0.0,0.004,0.013,0.03,0.007,0.02,0.039,0.001,0.022,0.026,0.03,0.007,0.033,0.059,0.003,0.014,0.0,0.059,0.009,0.003,0.008,0.059,0.034,0.01,0.015,0.025,0.006,0.046,0.034,0.035,0.005,0.013,0.039,0.001,0.004
2000-2009,0.011,0.024,0.001,0.011,0.044,0.005,0.04,0.0,0.034,0.001,0.038,0.004,0.024,0.011,0.029,0.0,0.002,0.018,0.035,0.009,0.01,0.03,0.001,0.02,0.024,0.047,0.004,0.042,0.064,0.004,0.01,0.001,0.062,0.013,0.004,0.003,0.072,0.034,0.005,0.009,0.027,0.007,0.042,0.031,0.036,0.004,0.012,0.039,0.0,0.001
2010-2019,0.013,0.027,0.002,0.015,0.042,0.004,0.046,0.0,0.031,0.001,0.039,0.006,0.022,0.004,0.02,0.0,0.002,0.006,0.034,0.007,0.009,0.031,0.001,0.024,0.029,0.033,0.004,0.038,0.063,0.001,0.01,0.001,0.049,0.012,0.001,0.006,0.089,0.044,0.003,0.006,0.03,0.006,0.055,0.026,0.042,0.003,0.021,0.044,0.0,0.0
2020-2029,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.025,0.012,0.011,0.006,0.02,0.022,0.019,0.001,0.014,0.001,0.018,0.005,0.01,0.041,0.012,0.0,0.037,0.077,0.018,0.004,0.093,0.016,0.001,0.012,0.012,0.016,0.018,0.036,0.025,0.025,0.008,0.003,0.026,0.007,0.016,0.014,0.03,0.035,0.032,0.055,0.05,0.003,0.023,0.016,0.017,0.018,0.008,0.021,0.001,0.007
