,0,1,2,3,4
1920-1929,0.228,0.089,0.513,0.098,0.072
1930-1939,0.372,0.077,0.373,0.087,0.09
1940-1949,0.329,0.086,0.374,0.117,0.094
1950-1959,0.302,0.116,0.331,0.147,0.104
1960-1969,0.237,0.144,0.254,0.168,0.197
1970-1979,0.177,0.194,0.18,0.188,0.261
1980-1989,0.135,0.247,0.128,0.226,0.265
1990-1999,0.118,0.278,0.111,0.246,0.247
2000-2009,0.095,0.319,0.074,0.239,0.274
2010-2019,0.086,0.336,0.076,0.244,0.258
2020-2029,0.122,0.337,0.155,0.05,0.337
Total,0.2,0.202,0.234,0.165,0.2
