,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,,,,,,,,,,,,,,,,,,,,
1960-1969,0.021,0.128,0.181,0.064,0.064,0.011,0.106,0.011,0.053,0.053,0.064,0.138,0.011,0.0,0.021,0.0,0.0,0.043,0.011,0.021
1970-1979,0.004,0.127,0.155,0.124,0.116,0.024,0.1,0.0,0.108,0.064,0.048,0.088,0.0,0.0,0.02,0.0,0.004,0.008,0.012,0.0
1980-1989,0.028,0.159,0.089,0.119,0.076,0.014,0.089,0.014,0.087,0.054,0.058,0.054,0.01,0.012,0.034,0.012,0.034,0.036,0.018,0.004
1990-1999,0.138,0.134,0.055,0.057,0.055,0.05,0.033,0.046,0.053,0.063,0.031,0.024,0.039,0.049,0.058,0.028,0.041,0.027,0.016,0.003
2000-2009,0.333,0.052,0.014,0.004,0.005,0.115,0.002,0.108,0.007,0.018,0.011,0.009,0.072,0.054,0.065,0.04,0.036,0.027,0.027,0.0
2010-2019,0.315,0.027,0.01,0.001,0.003,0.152,0.0,0.171,0.001,0.016,0.014,0.003,0.086,0.047,0.032,0.077,0.004,0.011,0.027,0.003
2020-2029,0.538,0.0,0.0,0.0,0.0,0.154,0.0,0.154,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.189,0.093,0.054,0.049,0.041,0.08,0.037,0.081,0.041,0.04,0.03,0.03,0.049,0.036,0.043,0.037,0.024,0.023,0.021,0.003
