,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1930-1939,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1960-1969,1,45,29,3,1,2,0,3,0,10,0,11,0,1,2,2,1,13,0,23
1970-1979,8,26,16,5,2,3,0,2,0,7,1,11,1,1,9,2,0,9,2,3
1980-1989,32,48,27,6,8,13,0,16,0,5,4,7,3,4,23,6,0,25,5,4
1990-1999,136,70,20,8,22,50,0,30,0,24,6,5,34,28,54,25,0,36,18,11
2000-2009,260,21,12,1,2,101,0,76,0,7,11,1,52,58,59,27,0,17,23,1
2010-2019,288,37,3,2,1,169,0,164,0,14,11,2,102,65,43,69,0,10,21,0
2020-2029,8,2,1,0,0,6,0,2,0,1,0,0,6,4,1,0,0,1,0,0
Total,733,252,114,25,36,345,0,293,0,68,33,38,198,161,192,132,1,111,69,42
