,0,1,2,3,4,5,6,7,8,9
1920-1929,0.374,0.004,0.002,0.207,0.006,0.038,0.003,0.217,0.007,0.142
1930-1939,0.314,0.0,0.0,0.304,0.0,0.036,0.001,0.193,0.007,0.144
1940-1949,0.351,0.016,0.012,0.26,0.015,0.048,0.023,0.127,0.03,0.117
1950-1959,0.258,0.008,0.019,0.316,0.012,0.05,0.012,0.153,0.033,0.139
1960-1969,0.217,0.049,0.059,0.192,0.046,0.117,0.05,0.121,0.062,0.086
1970-1979,0.112,0.116,0.114,0.069,0.119,0.148,0.103,0.064,0.1,0.056
1980-1989,0.068,0.143,0.135,0.085,0.139,0.133,0.122,0.038,0.108,0.029
1990-1999,0.026,0.186,0.177,0.025,0.191,0.117,0.13,0.024,0.103,0.021
2000-2009,0.02,0.224,0.191,0.023,0.16,0.113,0.131,0.018,0.107,0.012
2010-2019,0.016,0.218,0.252,0.027,0.149,0.086,0.14,0.01,0.096,0.007
2020-2029,0.0,0.222,0.481,0.0,0.111,0.0,0.037,0.0,0.148,0.0
Total,0.16,0.108,0.131,0.137,0.086,0.081,0.069,0.088,0.073,0.068
