,0,1,2,3,4,5,6,7,8,9
1920-1929,0.222,0.0,0.0,0.0,0.111,0.444,0.0,0.111,0.111,0.0
1930-1939,0.5,0.1,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.0
1940-1949,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1950-1959,0.222,0.222,0.0,0.111,0.222,0.0,0.0,0.0,0.0,0.222
1960-1969,0.113,0.144,0.007,0.001,0.361,0.135,0.075,0.015,0.112,0.037
1970-1979,0.073,0.235,0.008,0.005,0.185,0.159,0.123,0.017,0.122,0.072
1980-1989,0.115,0.235,0.014,0.018,0.114,0.13,0.142,0.039,0.11,0.085
1990-1999,0.221,0.126,0.095,0.09,0.066,0.096,0.072,0.086,0.085,0.064
2000-2009,0.308,0.042,0.203,0.172,0.015,0.04,0.004,0.149,0.008,0.058
2010-2019,0.229,0.028,0.259,0.29,0.009,0.011,0.004,0.107,0.005,0.06
2020-2029,0.284,0.015,0.403,0.149,0.0,0.0,0.0,0.06,0.0,0.09
