,0,1,2,3,4
1920-1929,0,21,19,0,0
1930-1939,0,21,21,0,0
1940-1949,13,48,28,13,18
1950-1959,4,143,142,15,13
1960-1969,81,238,220,159,89
1970-1979,338,213,177,504,293
1980-1989,721,210,231,727,575
1990-1999,1374,170,204,981,983
2000-2009,1787,141,120,955,851
2010-2019,1273,47,101,660,537
2020-2029,13,1,1,8,5
Total,5604,1253,1264,4022,3364
