,0,1,2,3,4
1920-1929,7,4,0,0,12
1930-1939,10,0,4,0,6
1940-1949,49,39,23,2,50
1950-1959,37,29,36,1,47
1960-1969,94,151,194,5,196
1970-1979,55,365,510,3,409
1980-1989,24,449,525,4,416
1990-1999,5,577,519,2,453
2000-2009,2,574,405,3,347
2010-2019,3,473,385,0,301
2020-2029,0,10,10,0,7
Total,286,2671,2611,20,2244
