,0,1,2,3,4
1920-1929,0.0,0.389,0.278,0.222,0.111
1930-1939,0.026,0.128,0.308,0.333,0.205
1940-1949,0.0,0.147,0.367,0.282,0.203
1950-1959,0.0,0.131,0.261,0.364,0.244
1960-1969,0.003,0.238,0.093,0.302,0.365
1970-1979,0.001,0.287,0.038,0.284,0.391
1980-1989,0.001,0.327,0.017,0.29,0.365
1990-1999,0.0,0.402,0.007,0.284,0.307
2000-2009,0.001,0.423,0.001,0.261,0.314
2010-2019,0.0,0.434,0.001,0.234,0.332
2020-2029,0.0,0.2,0.0,0.2,0.6
Total,0.003,0.282,0.125,0.278,0.313
