,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,0.0,0.0,0.0,0.008,0.0,0.164,0.0,0.0,0.008,0.0,0.047,0.0,0.062,0.062,0.031,0.0,0.0,0.039,0.008,0.0,0.0,0.008,0.0,0.0,0.023,0.0,0.039,0.0,0.0,0.0,0.062,0.008,0.0,0.094,0.008,0.0,0.039,0.0,0.0,0.156,0.0,0.0,0.0,0.0,0.094,0.039,0.0,0.0,0.0,0.0
1930-1939,0.0,0.009,0.026,0.026,0.0,0.043,0.0,0.043,0.0,0.0,0.0,0.009,0.094,0.017,0.0,0.009,0.0,0.077,0.009,0.0,0.0,0.017,0.009,0.0,0.009,0.0,0.0,0.051,0.043,0.0,0.145,0.0,0.0,0.043,0.0,0.0,0.034,0.034,0.0,0.094,0.0,0.0,0.0,0.051,0.077,0.0,0.0,0.034,0.0,0.0
1940-1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.0,0.049,0.037,0.006,0.043,0.0,0.0,0.058,0.0,0.046,0.0,0.022,0.015,0.015,0.0,0.006,0.003,0.028,0.0,0.015,0.018,0.015,0.012,0.025,0.006,0.052,0.0,0.0,0.003,0.123,0.015,0.0,0.049,0.022,0.0,0.065,0.003,0.028,0.055,0.003,0.0,0.0,0.025,0.089,0.012,0.0,0.006,0.028,0.0
1960-1969,0.008,0.016,0.06,0.037,0.002,0.048,0.003,0.003,0.037,0.008,0.048,0.004,0.025,0.007,0.004,0.005,0.003,0.021,0.032,0.001,0.004,0.03,0.013,0.013,0.025,0.019,0.038,0.006,0.013,0.008,0.093,0.008,0.003,0.024,0.009,0.034,0.044,0.006,0.01,0.068,0.008,0.005,0.009,0.04,0.037,0.011,0.019,0.013,0.009,0.008
1970-1979,0.004,0.013,0.044,0.051,0.002,0.039,0.003,0.003,0.04,0.003,0.019,0.003,0.021,0.013,0.007,0.007,0.003,0.026,0.044,0.002,0.005,0.027,0.014,0.016,0.029,0.025,0.017,0.006,0.015,0.015,0.093,0.005,0.004,0.041,0.013,0.006,0.053,0.007,0.011,0.078,0.009,0.011,0.013,0.044,0.031,0.014,0.021,0.012,0.012,0.008
1980-1989,0.002,0.016,0.038,0.054,0.002,0.031,0.002,0.006,0.031,0.003,0.016,0.004,0.017,0.013,0.014,0.013,0.005,0.026,0.044,0.001,0.004,0.031,0.014,0.017,0.03,0.029,0.009,0.006,0.018,0.014,0.094,0.008,0.004,0.046,0.013,0.002,0.054,0.006,0.01,0.068,0.008,0.011,0.011,0.05,0.03,0.021,0.025,0.012,0.014,0.006
1990-1999,0.003,0.017,0.024,0.053,0.003,0.031,0.003,0.012,0.035,0.002,0.014,0.005,0.02,0.009,0.012,0.014,0.005,0.027,0.036,0.003,0.006,0.039,0.011,0.029,0.034,0.019,0.01,0.001,0.022,0.008,0.088,0.017,0.005,0.037,0.014,0.001,0.051,0.007,0.011,0.057,0.02,0.011,0.01,0.073,0.032,0.01,0.014,0.011,0.018,0.008
2000-2009,0.006,0.013,0.021,0.046,0.008,0.036,0.002,0.022,0.028,0.001,0.01,0.008,0.011,0.004,0.011,0.009,0.006,0.018,0.028,0.001,0.011,0.059,0.011,0.035,0.036,0.015,0.008,0.001,0.026,0.006,0.081,0.023,0.003,0.033,0.013,0.001,0.039,0.009,0.016,0.05,0.032,0.018,0.01,0.083,0.038,0.005,0.015,0.011,0.019,0.005
2010-2019,0.015,0.013,0.019,0.046,0.032,0.029,0.003,0.034,0.033,0.001,0.008,0.032,0.011,0.005,0.008,0.007,0.006,0.014,0.022,0.002,0.005,0.053,0.009,0.037,0.038,0.014,0.007,0.001,0.027,0.005,0.066,0.029,0.002,0.03,0.012,0.001,0.03,0.014,0.012,0.048,0.035,0.018,0.009,0.073,0.033,0.007,0.015,0.012,0.014,0.005
2020-2029,0.036,0.007,0.02,0.068,0.0,0.044,0.0,0.056,0.048,0.0,0.003,0.02,0.003,0.005,0.005,0.009,0.006,0.032,0.008,0.0,0.001,0.026,0.015,0.031,0.042,0.01,0.004,0.006,0.018,0.001,0.058,0.022,0.005,0.056,0.022,0.001,0.038,0.012,0.003,0.056,0.041,0.015,0.006,0.068,0.02,0.009,0.009,0.021,0.004,0.006
Total,0.007,0.01,0.03,0.043,0.005,0.051,0.002,0.018,0.032,0.002,0.021,0.008,0.029,0.015,0.011,0.007,0.004,0.028,0.026,0.001,0.005,0.031,0.011,0.019,0.029,0.014,0.018,0.008,0.018,0.006,0.09,0.014,0.003,0.045,0.012,0.005,0.045,0.01,0.01,0.073,0.016,0.009,0.007,0.051,0.048,0.013,0.012,0.013,0.012,0.005
