,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1920-1929,1,0,0,0,0,3,0,4,0,12,0,21,5,8,0,0,0,0,0,0,5,1,0,0,8,1,20,0,5,0,0,6,5,1,0,0,0,1,0,0,8,0,12,0,0,0,1,0,0,0
1930-1939,0,0,0,5,5,1,4,0,0,9,1,5,0,17,6,0,0,0,3,0,4,3,0,1,2,0,11,0,9,1,0,0,0,1,0,0,0,0,6,1,11,0,5,0,0,0,2,0,0,4
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,7,1,0,0,0,8,2,5,2,29,0,14,17,40,8,4,0,0,16,9,21,12,0,0,5,19,18,0,1,5,0,15,4,9,0,9,0,5,0,0,7,1,16,2,2,5,6,0,0,1
1960-1969,225,187,187,79,321,608,328,90,68,911,111,1171,928,2294,982,323,211,844,1466,229,1080,903,84,104,174,900,1663,129,523,312,204,1188,261,792,35,234,80,193,140,400,616,208,590,55,468,96,747,462,185,151
1970-1979,568,389,131,143,663,1326,558,309,148,1390,304,1779,760,4220,1992,708,610,254,1990,563,2414,2303,200,139,599,1794,3559,490,1195,613,165,863,627,1998,103,486,141,249,252,600,935,669,1871,83,1136,227,1212,931,373,306
1980-1989,618,404,135,307,888,1472,578,704,265,1487,639,1521,420,4615,2445,852,532,96,1875,696,2657,2689,216,176,624,1538,3344,531,1280,675,90,788,1012,2160,74,479,114,412,279,767,817,710,2267,87,1443,207,1533,1244,309,283
1990-1999,529,756,78,433,828,1269,429,451,172,1205,504,1153,385,3275,2709,1073,366,46,910,664,1891,1993,170,193,342,1313,2121,405,999,407,109,517,376,1344,95,392,112,638,25,639,737,308,1395,107,706,234,1459,509,283,264
2000-2009,387,985,35,669,794,1099,324,333,169,1169,283,1111,247,2476,2553,1060,300,33,652,590,1183,1401,107,251,112,869,1520,553,538,326,188,319,140,866,44,484,55,719,46,414,340,199,1024,231,446,340,1801,457,156,291
2010-2019,441,1322,31,1267,1026,1416,448,318,237,1254,253,1074,244,2470,2758,1375,324,40,701,528,1121,1714,80,1213,186,1235,1792,679,543,333,557,310,260,831,79,454,121,1076,40,490,406,179,1112,1214,535,175,2007,560,178,522
2020-2029,26,48,0,65,21,49,25,6,7,24,11,52,5,68,80,36,7,1,23,5,45,80,6,23,6,56,66,18,37,18,42,4,11,9,0,4,0,26,7,8,4,1,65,0,12,1,31,11,7,14
Total,2802,4092,597,2968,4546,7251,2696,2220,1068,7490,2106,7901,3011,19483,13533,5431,2350,1314,7636,3284,10421,11099,863,2100,2058,7725,14114,2805,5130,2690,1355,4010,2696,8011,430,2542,623,3319,795,3319,3881,2275,8357,1779,4748,1285,8799,4174,1491,1836
