,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.036,0.054,0.039,0.028,0.022,0.041,0.043,0.041,0.034,0.024,0.053,0.192,0.08,0.031,0.033,0.095,0.019,0.044,0.04,0.053
1930-1939,0.017,0.055,0.034,0.033,0.028,0.039,0.042,0.043,0.039,0.029,0.061,0.124,0.074,0.033,0.035,0.071,0.023,0.053,0.045,0.121
1940-1949,0.029,0.048,0.044,0.028,0.031,0.046,0.046,0.047,0.031,0.029,0.052,0.122,0.073,0.036,0.04,0.077,0.021,0.053,0.043,0.102
1950-1959,0.036,0.054,0.047,0.038,0.031,0.051,0.05,0.047,0.034,0.036,0.056,0.094,0.08,0.037,0.041,0.078,0.021,0.05,0.037,0.081
1960-1969,0.045,0.047,0.051,0.051,0.047,0.053,0.053,0.05,0.04,0.041,0.066,0.063,0.06,0.044,0.038,0.067,0.03,0.049,0.048,0.059
1970-1979,0.044,0.049,0.049,0.061,0.058,0.051,0.043,0.047,0.053,0.043,0.063,0.042,0.046,0.054,0.052,0.055,0.04,0.054,0.053,0.043
1980-1989,0.057,0.045,0.046,0.064,0.056,0.054,0.052,0.047,0.057,0.052,0.05,0.032,0.04,0.06,0.054,0.039,0.054,0.051,0.054,0.035
1990-1999,0.059,0.047,0.05,0.068,0.063,0.062,0.044,0.041,0.057,0.058,0.041,0.026,0.037,0.053,0.065,0.041,0.061,0.051,0.047,0.028
2000-2009,0.059,0.045,0.053,0.063,0.061,0.052,0.046,0.049,0.053,0.066,0.038,0.019,0.031,0.05,0.063,0.029,0.098,0.048,0.046,0.027
2010-2019,0.056,0.05,0.055,0.054,0.055,0.045,0.047,0.047,0.052,0.078,0.035,0.019,0.03,0.059,0.064,0.026,0.104,0.044,0.054,0.025
2020-2029,0.077,0.028,0.116,0.055,0.083,0.033,0.022,0.028,0.055,0.039,0.055,0.039,0.017,0.028,0.017,0.05,0.11,0.033,0.044,0.072
Total,0.047,0.047,0.053,0.049,0.049,0.048,0.044,0.044,0.046,0.045,0.052,0.07,0.052,0.044,0.046,0.057,0.053,0.048,0.046,0.059
