,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.031,0.056,0.031,0.023,0.026,0.037,0.045,0.04,0.035,0.027,0.053,0.164,0.094,0.03,0.037,0.098,0.017,0.044,0.034,0.076
1930-1939,0.035,0.052,0.037,0.027,0.026,0.034,0.049,0.039,0.035,0.03,0.05,0.125,0.085,0.027,0.038,0.092,0.018,0.046,0.038,0.116
1940-1949,0.031,0.052,0.044,0.028,0.031,0.043,0.049,0.04,0.033,0.032,0.051,0.11,0.079,0.037,0.037,0.078,0.022,0.045,0.043,0.117
1950-1959,0.039,0.051,0.048,0.042,0.034,0.051,0.048,0.043,0.036,0.039,0.066,0.082,0.068,0.037,0.043,0.073,0.02,0.048,0.044,0.087
1960-1969,0.038,0.049,0.05,0.049,0.051,0.05,0.052,0.047,0.044,0.039,0.075,0.058,0.056,0.047,0.049,0.059,0.03,0.049,0.052,0.056
1970-1979,0.049,0.048,0.047,0.066,0.061,0.054,0.05,0.048,0.051,0.044,0.054,0.038,0.041,0.056,0.053,0.051,0.042,0.052,0.053,0.044
1980-1989,0.057,0.049,0.049,0.073,0.052,0.051,0.047,0.049,0.058,0.052,0.048,0.032,0.038,0.055,0.058,0.033,0.051,0.053,0.051,0.044
1990-1999,0.059,0.046,0.054,0.057,0.06,0.062,0.044,0.046,0.061,0.059,0.038,0.023,0.037,0.058,0.069,0.048,0.052,0.052,0.048,0.026
2000-2009,0.062,0.044,0.06,0.063,0.059,0.053,0.039,0.051,0.057,0.066,0.032,0.021,0.034,0.045,0.067,0.031,0.095,0.053,0.044,0.023
2010-2019,0.056,0.045,0.052,0.062,0.062,0.049,0.041,0.056,0.057,0.072,0.032,0.02,0.028,0.05,0.065,0.027,0.109,0.046,0.05,0.023
2020-2029,0.052,0.0,0.062,0.062,0.073,0.052,0.125,0.052,0.0,0.031,0.052,0.021,0.021,0.083,0.0,0.0,0.156,0.135,0.01,0.01
Total,0.046,0.045,0.048,0.05,0.049,0.049,0.053,0.046,0.042,0.045,0.05,0.063,0.053,0.048,0.047,0.054,0.056,0.057,0.043,0.056
