,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.145,0.054,0.016,0.037,0.025,0.042,0.103,0.103,0.035,0.025,0.028,0.025,0.039,0.046,0.088,0.043,0.033,0.036,0.034,0.043
1930-1939,0.143,0.045,0.015,0.044,0.031,0.037,0.089,0.093,0.052,0.032,0.027,0.032,0.027,0.049,0.082,0.036,0.035,0.033,0.04,0.058
1940-1949,0.113,0.047,0.017,0.048,0.036,0.035,0.125,0.093,0.043,0.027,0.026,0.026,0.034,0.049,0.074,0.041,0.037,0.044,0.031,0.053
1950-1959,0.085,0.048,0.023,0.053,0.032,0.044,0.09,0.079,0.052,0.033,0.033,0.041,0.035,0.058,0.074,0.047,0.041,0.042,0.042,0.048
1960-1969,0.067,0.049,0.029,0.053,0.05,0.043,0.064,0.069,0.05,0.049,0.039,0.04,0.038,0.065,0.055,0.047,0.047,0.05,0.044,0.053
1970-1979,0.043,0.053,0.039,0.046,0.066,0.05,0.041,0.053,0.054,0.062,0.044,0.048,0.051,0.055,0.044,0.051,0.048,0.055,0.055,0.045
1980-1989,0.032,0.048,0.051,0.043,0.072,0.056,0.041,0.041,0.053,0.057,0.052,0.055,0.057,0.047,0.042,0.046,0.044,0.053,0.066,0.045
1990-1999,0.023,0.051,0.063,0.044,0.058,0.065,0.029,0.045,0.065,0.058,0.06,0.056,0.063,0.04,0.035,0.044,0.046,0.049,0.062,0.044
2000-2009,0.021,0.048,0.092,0.044,0.057,0.063,0.022,0.031,0.05,0.06,0.072,0.064,0.057,0.036,0.035,0.048,0.06,0.045,0.048,0.049
2010-2019,0.022,0.045,0.102,0.04,0.05,0.061,0.027,0.024,0.059,0.057,0.076,0.054,0.054,0.034,0.032,0.056,0.054,0.046,0.05,0.058
2020-2029,0.02,0.086,0.178,0.061,0.041,0.041,0.015,0.005,0.046,0.066,0.142,0.02,0.036,0.03,0.005,0.03,0.015,0.03,0.071,0.061
Total,0.065,0.052,0.057,0.047,0.047,0.049,0.059,0.058,0.051,0.048,0.054,0.042,0.045,0.046,0.051,0.044,0.042,0.044,0.049,0.051
