,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.158,0.049,0.019,0.042,0.021,0.033,0.089,0.096,0.039,0.028,0.029,0.029,0.035,0.044,0.091,0.036,0.035,0.033,0.034,0.061
1930-1939,0.127,0.045,0.019,0.045,0.026,0.037,0.117,0.097,0.037,0.026,0.028,0.033,0.031,0.05,0.081,0.041,0.038,0.034,0.032,0.056
1940-1949,0.128,0.052,0.023,0.045,0.028,0.036,0.099,0.076,0.041,0.03,0.03,0.035,0.032,0.049,0.085,0.036,0.041,0.037,0.044,0.051
1950-1959,0.083,0.047,0.023,0.05,0.034,0.039,0.092,0.079,0.051,0.029,0.033,0.037,0.037,0.057,0.078,0.046,0.05,0.044,0.037,0.056
1960-1969,0.064,0.048,0.028,0.05,0.05,0.051,0.067,0.063,0.05,0.047,0.038,0.041,0.038,0.065,0.06,0.05,0.049,0.048,0.047,0.047
1970-1979,0.043,0.055,0.038,0.049,0.061,0.051,0.042,0.055,0.053,0.051,0.047,0.047,0.053,0.057,0.043,0.05,0.047,0.056,0.052,0.049
1980-1989,0.032,0.054,0.048,0.048,0.062,0.053,0.044,0.043,0.058,0.058,0.05,0.054,0.059,0.047,0.041,0.049,0.046,0.051,0.06,0.043
1990-1999,0.023,0.053,0.062,0.043,0.064,0.066,0.027,0.041,0.054,0.06,0.062,0.057,0.061,0.042,0.034,0.046,0.051,0.052,0.056,0.048
2000-2009,0.022,0.045,0.094,0.043,0.062,0.067,0.027,0.029,0.055,0.061,0.07,0.063,0.053,0.035,0.035,0.048,0.05,0.045,0.047,0.049
2010-2019,0.02,0.044,0.113,0.04,0.06,0.061,0.025,0.026,0.053,0.061,0.067,0.059,0.055,0.034,0.027,0.057,0.052,0.052,0.056,0.04
2020-2029,0.019,0.052,0.092,0.065,0.029,0.065,0.025,0.017,0.034,0.117,0.059,0.04,0.071,0.017,0.031,0.059,0.048,0.077,0.054,0.029
Total,0.065,0.05,0.051,0.047,0.045,0.051,0.059,0.057,0.048,0.052,0.047,0.045,0.048,0.045,0.055,0.047,0.046,0.048,0.047,0.048
