,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,3529,952,372,958,495,791,1621,2094,797,568,583,667,752,1148,2024,857,661,737,644,1209
1930-1939,3779,1395,558,1500,829,1164,3524,2798,1038,790,925,1048,1047,1510,2586,1187,1123,1148,810,1571
1940-1949,3311,1371,654,1474,835,1105,3517,2348,1306,941,956,943,1003,1532,2380,1213,1316,1298,1117,1560
1950-1959,1804,1048,435,1062,922,938,1904,1597,1126,745,862,865,784,1438,1498,932,1046,969,811,1124
1960-1969,2208,1861,1158,1992,1878,1877,2142,2274,1911,1956,1512,1457,1682,2869,2161,1804,1899,2011,1790,1896
1970-1979,1772,2394,1923,2299,3020,2447,2007,2325,2484,2812,2025,2256,2327,2465,1907,2218,2146,2425,2586,2191
1980-1989,982,1652,1592,1451,2256,1803,1366,1031,1571,1622,1597,1763,1792,1488,1165,1522,1510,1593,1710,1504
1990-1999,854,1908,1931,1620,2098,2553,972,1757,2298,2230,2186,2188,2260,1411,1356,1698,1992,1766,2126,1708
2000-2009,871,2173,3935,1597,2612,2786,944,1276,2201,2432,2726,2546,2335,1332,1416,2124,2482,1824,1848,1823
2010-2019,631,1481,3497,1309,1994,2084,732,872,1588,1981,2330,1809,1830,1018,911,1796,1662,1624,1611,1443
2020-2029,2,13,15,12,6,0,1,0,5,7,3,5,0,5,2,5,6,1,8,0
Total,19743,16248,16070,15274,16945,17548,18730,18372,16325,16084,15705,15547,15812,16216,17406,15356,15843,15396,15061,16029
