,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.192,0.044,0.019,0.043,0.028,0.033,0.053,0.095,0.041,0.022,0.024,0.036,0.034,0.053,0.08,0.041,0.039,0.04,0.031,0.054
1930-1939,0.124,0.053,0.023,0.042,0.033,0.035,0.121,0.071,0.039,0.028,0.029,0.017,0.039,0.061,0.074,0.043,0.034,0.045,0.033,0.055
1940-1949,0.122,0.053,0.021,0.046,0.028,0.04,0.102,0.077,0.046,0.031,0.029,0.029,0.031,0.052,0.073,0.047,0.044,0.043,0.036,0.048
1950-1959,0.094,0.05,0.021,0.05,0.038,0.041,0.081,0.078,0.051,0.031,0.036,0.036,0.034,0.056,0.08,0.047,0.047,0.037,0.037,0.054
1960-1969,0.063,0.049,0.03,0.053,0.051,0.038,0.059,0.067,0.053,0.047,0.041,0.045,0.04,0.066,0.06,0.05,0.051,0.048,0.044,0.047
1970-1979,0.042,0.054,0.04,0.043,0.061,0.052,0.043,0.055,0.051,0.058,0.043,0.044,0.053,0.063,0.046,0.047,0.049,0.053,0.054,0.049
1980-1989,0.032,0.051,0.054,0.052,0.064,0.054,0.035,0.039,0.054,0.056,0.052,0.057,0.057,0.05,0.04,0.047,0.046,0.054,0.06,0.045
1990-1999,0.026,0.051,0.061,0.044,0.068,0.065,0.028,0.041,0.062,0.063,0.058,0.059,0.057,0.041,0.037,0.041,0.05,0.047,0.053,0.047
2000-2009,0.019,0.048,0.098,0.046,0.063,0.063,0.027,0.029,0.052,0.061,0.066,0.059,0.053,0.038,0.031,0.049,0.053,0.046,0.05,0.045
2010-2019,0.019,0.044,0.104,0.047,0.054,0.064,0.025,0.026,0.045,0.055,0.078,0.056,0.052,0.035,0.03,0.047,0.055,0.054,0.059,0.05
2020-2029,0.039,0.033,0.11,0.022,0.055,0.017,0.072,0.05,0.033,0.083,0.039,0.077,0.055,0.055,0.017,0.028,0.116,0.044,0.028,0.028
Total,0.056,0.05,0.048,0.048,0.054,0.05,0.05,0.055,0.052,0.05,0.048,0.047,0.047,0.053,0.052,0.047,0.049,0.048,0.048,0.048
