,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,439,164,48,112,77,128,314,314,106,76,84,77,118,141,266,131,100,108,104,131
1930-1939,857,270,88,264,188,220,532,559,314,191,161,191,160,294,488,214,208,199,237,347
1940-1949,1050,432,159,448,332,327,1154,856,400,247,243,244,318,457,684,381,344,404,287,487
1950-1959,844,472,228,521,315,432,894,776,510,329,329,410,350,571,732,462,402,418,414,476
1960-1969,1318,969,566,1047,996,849,1274,1357,984,963,762,797,746,1282,1084,932,923,986,874,1044
1970-1979,1187,1468,1089,1281,1842,1386,1133,1491,1498,1723,1223,1345,1434,1527,1218,1415,1328,1529,1539,1244
1980-1989,942,1400,1491,1264,2126,1642,1208,1199,1567,1661,1518,1603,1677,1374,1234,1350,1306,1559,1944,1316
1990-1999,438,958,1183,832,1095,1228,546,846,1219,1092,1134,1066,1191,757,654,824,874,924,1168,839
2000-2009,343,794,1520,717,944,1031,358,505,818,984,1178,1060,934,585,570,790,991,737,789,811
2010-2019,242,485,1109,437,546,658,288,257,639,618,827,581,583,370,345,604,581,503,542,627
2020-2029,4,17,35,12,8,8,3,1,9,13,28,4,7,6,1,6,3,6,14,12
Total,7664,7429,7516,6935,8469,7909,7704,8161,8064,7897,7487,7378,7518,7364,7276,7109,7060,7373,7912,7334
