,0,1,2,3,4,5,6,7,8,9
1920-1929,0.384,0.003,0.003,0.179,0.002,0.046,0.004,0.209,0.004,0.166
1930-1939,0.318,0.001,0.003,0.301,0.002,0.037,0.003,0.183,0.007,0.145
1940-1949,0.324,0.011,0.01,0.304,0.013,0.04,0.015,0.147,0.027,0.109
1950-1959,0.283,0.011,0.017,0.283,0.011,0.059,0.013,0.155,0.028,0.14
1960-1969,0.201,0.06,0.06,0.164,0.051,0.116,0.054,0.128,0.063,0.103
1970-1979,0.108,0.119,0.122,0.08,0.113,0.141,0.108,0.065,0.099,0.044
1980-1989,0.064,0.153,0.143,0.06,0.139,0.132,0.129,0.043,0.109,0.028
1990-1999,0.031,0.183,0.17,0.033,0.164,0.118,0.147,0.025,0.11,0.019
2000-2009,0.02,0.217,0.195,0.018,0.171,0.107,0.131,0.017,0.109,0.014
2010-2019,0.012,0.218,0.23,0.032,0.155,0.091,0.136,0.01,0.11,0.006
2020-2029,0.024,0.22,0.323,0.024,0.11,0.039,0.165,0.016,0.071,0.008
Total,0.161,0.109,0.116,0.134,0.085,0.084,0.082,0.091,0.067,0.071
