,0,1,2,3,4,5,6,7,8,9
1920-1929,32,10,0,15,8,10,8,20,0,3
1930-1939,71,8,0,6,8,6,14,37,0,1
1940-1949,270,87,2,66,54,56,74,146,2,11
1950-1959,285,94,1,51,51,58,65,186,1,6
1960-1969,536,623,1,543,431,427,499,513,8,101
1970-1979,429,1595,2,1304,1086,1147,1127,1092,4,178
1980-1989,202,1786,2,1444,1113,1250,1239,1227,4,160
1990-1999,88,1937,0,1712,1362,1429,1350,1349,1,162
2000-2009,39,2288,0,1952,1429,1626,1521,1413,4,166
2010-2019,14,1710,1,1626,1137,1243,1260,1043,0,107
2020-2029,0,28,0,25,17,15,14,18,0,1
Total,1966,10166,9,8744,6696,7267,7171,7044,24,896
