,0,1,2,3,4,5,6,7,8,9
1920-1929,0.25,0.0,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0
1930-1939,0.5,0.167,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1940-1949,0.41,0.026,0.051,0.0,0.205,0.026,0.128,0.0,0.154,0.0
1950-1959,0.324,0.132,0.132,0.0,0.074,0.074,0.074,0.0,0.162,0.029
1960-1969,0.125,0.138,0.164,0.0,0.097,0.178,0.12,0.005,0.164,0.008
1970-1979,0.049,0.158,0.17,0.001,0.153,0.165,0.157,0.003,0.141,0.001
1980-1989,0.014,0.199,0.175,0.0,0.166,0.151,0.162,0.002,0.13,0.001
1990-1999,0.014,0.213,0.185,0.0,0.168,0.108,0.178,0.001,0.131,0.001
2000-2009,0.003,0.225,0.205,0.0,0.221,0.099,0.114,0.004,0.128,0.0
2010-2019,0.002,0.183,0.247,0.0,0.191,0.087,0.135,0.004,0.151,0.0
2020-2029,0.0,0.4,0.2,0.0,0.0,0.1,0.2,0.0,0.1,0.0
Total,0.154,0.167,0.192,0.0,0.116,0.09,0.161,0.002,0.115,0.004
