,0,1,2,3,4,5,6,7,8,9
1920-1929,0.217,0.13,0.087,0.0,0.174,0.043,0.13,0.0,0.217,0.0
1930-1939,0.4,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.45,0.0
1940-1949,0.337,0.098,0.074,0.0,0.086,0.055,0.147,0.006,0.19,0.006
1950-1959,0.293,0.06,0.14,0.0,0.093,0.08,0.093,0.0,0.233,0.007
1960-1969,0.153,0.123,0.148,0.0,0.117,0.162,0.125,0.009,0.156,0.005
1970-1979,0.039,0.165,0.162,0.001,0.168,0.167,0.146,0.003,0.142,0.007
1980-1989,0.023,0.183,0.172,0.0,0.178,0.147,0.157,0.001,0.138,0.002
1990-1999,0.006,0.208,0.196,0.0,0.212,0.114,0.145,0.004,0.114,0.0
2000-2009,0.004,0.243,0.207,0.0,0.173,0.114,0.142,0.002,0.116,0.0
2010-2019,0.003,0.232,0.269,0.0,0.159,0.085,0.149,0.0,0.102,0.001
2020-2029,0.0,0.222,0.481,0.0,0.111,0.0,0.037,0.0,0.148,0.0
Total,0.134,0.151,0.176,0.0,0.134,0.097,0.12,0.002,0.182,0.003
