,0,1,2,3,4,5,6,7,8,9
1920-1929,0.222,0.278,0.222,0.0,0.0,0.056,0.167,0.0,0.056,0.0
1930-1939,0.41,0.026,0.128,0.026,0.077,0.051,0.154,0.0,0.103,0.026
1940-1949,0.345,0.045,0.085,0.006,0.119,0.062,0.107,0.0,0.215,0.017
1950-1959,0.335,0.074,0.119,0.0,0.068,0.125,0.091,0.0,0.165,0.023
1960-1969,0.108,0.158,0.15,0.001,0.13,0.149,0.142,0.003,0.153,0.006
1970-1979,0.037,0.172,0.17,0.0,0.149,0.174,0.145,0.005,0.144,0.002
1980-1989,0.015,0.183,0.18,0.0,0.198,0.137,0.148,0.002,0.133,0.003
1990-1999,0.007,0.212,0.184,0.0,0.172,0.115,0.175,0.004,0.13,0.001
2000-2009,0.002,0.238,0.218,0.0,0.172,0.115,0.141,0.001,0.113,0.0
2010-2019,0.001,0.253,0.229,0.0,0.168,0.103,0.132,0.001,0.113,0.0
2020-2029,0.0,0.2,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.0
Total,0.035,0.202,0.189,0.0,0.163,0.128,0.146,0.002,0.131,0.002
