,0,1,2,3,4,5,6,7,8,9
1920-1929,0.056,0.0,0.0,0.0,0.0,0.222,0.167,0.222,0.056,0.278
1930-1939,0.103,0.026,0.077,0.0,0.026,0.128,0.154,0.41,0.051,0.026
1940-1949,0.215,0.017,0.119,0.0,0.006,0.085,0.107,0.345,0.062,0.045
1950-1959,0.165,0.023,0.068,0.0,0.0,0.119,0.091,0.335,0.125,0.074
1960-1969,0.153,0.006,0.13,0.003,0.001,0.15,0.142,0.108,0.149,0.158
1970-1979,0.144,0.002,0.149,0.005,0.0,0.17,0.145,0.037,0.174,0.172
1980-1989,0.133,0.003,0.198,0.002,0.0,0.18,0.148,0.015,0.137,0.183
1990-1999,0.13,0.001,0.172,0.004,0.0,0.184,0.175,0.007,0.115,0.212
2000-2009,0.113,0.0,0.172,0.001,0.0,0.218,0.141,0.002,0.115,0.238
2010-2019,0.113,0.0,0.168,0.001,0.0,0.229,0.132,0.001,0.103,0.253
2020-2029,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.4,0.2
Total,0.12,0.007,0.114,0.001,0.003,0.19,0.128,0.135,0.135,0.167
