,0,1,2,3,4,5,6,7,8,9
1920-1929,12,2,4,6,7,0,5,8,13,18
1930-1939,16,4,2,7,3,1,5,9,4,23
1940-1949,0,0,0,1,1,0,0,1,2,2
1950-1959,12,9,9,2,13,13,7,9,3,8
1960-1969,1078,512,718,835,1200,532,1703,900,730,1507
1970-1979,1630,875,1728,1984,1896,1105,2488,2113,2266,2155
1980-1989,2514,1274,2473,2784,2184,1785,2712,3078,3972,2637
1990-1999,2164,1779,2324,2027,1753,1785,1841,2025,2188,1989
2000-2009,1919,2594,1819,1636,1792,2197,1288,1421,1142,1260
2010-2019,2034,4372,2474,1895,1889,3980,1428,1705,1400,1558
2020-2029,44,109,45,59,73,97,41,67,46,47
Total,11423,11530,11596,11236,10811,11495,11518,11336,11766,11204
