,0,1,2,3,4,5,6,7,8,9
1920-1929,0.053,0.027,0.0,0.24,0.093,0.173,0.16,0.107,0.08,0.067
1930-1939,0.027,0.054,0.014,0.311,0.041,0.054,0.216,0.122,0.095,0.068
1940-1949,0.0,0.0,0.0,0.286,0.143,0.286,0.0,0.143,0.143,0.0
1950-1959,0.106,0.106,0.153,0.094,0.153,0.035,0.141,0.106,0.024,0.082
1960-1969,0.074,0.053,0.055,0.155,0.124,0.075,0.111,0.093,0.086,0.175
1970-1979,0.095,0.048,0.061,0.118,0.104,0.124,0.089,0.116,0.109,0.136
1980-1989,0.097,0.05,0.07,0.104,0.086,0.156,0.099,0.121,0.11,0.107
1990-1999,0.117,0.09,0.09,0.1,0.088,0.11,0.109,0.102,0.102,0.093
2000-2009,0.107,0.152,0.129,0.074,0.105,0.067,0.112,0.083,0.096,0.075
2010-2019,0.109,0.192,0.175,0.069,0.083,0.062,0.089,0.075,0.083,0.063
2020-2029,0.072,0.174,0.154,0.075,0.116,0.073,0.07,0.107,0.094,0.065
Total,0.078,0.086,0.082,0.148,0.103,0.111,0.109,0.107,0.093,0.085
