,0,1,2,3,4
1920-1929,0.019,0.017,0.346,0.615,0.003
1930-1939,0.018,0.014,0.451,0.514,0.002
1940-1949,0.058,0.035,0.379,0.498,0.03
1950-1959,0.05,0.043,0.477,0.412,0.018
1960-1969,0.131,0.107,0.308,0.356,0.098
1970-1979,0.273,0.193,0.131,0.2,0.203
1980-1989,0.271,0.24,0.119,0.109,0.262
1990-1999,0.29,0.274,0.057,0.046,0.332
2000-2009,0.283,0.279,0.04,0.038,0.36
2010-2019,0.296,0.264,0.035,0.024,0.381
2020-2029,0.333,0.185,0.0,0.0,0.481
Total,0.184,0.15,0.213,0.256,0.197
