,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1930-1939,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
1940-1949,,,,,,,,,,
1950-1959,0.0,0.0,0.0,0.0,0.333,0.333,0.0,0.0,0.0,0.333
1960-1969,0.058,0.017,0.0,0.203,0.108,0.124,0.095,0.124,0.062,0.207
1970-1979,0.058,0.005,0.012,0.12,0.12,0.188,0.034,0.149,0.108,0.207
1980-1989,0.085,0.023,0.051,0.099,0.085,0.196,0.067,0.127,0.122,0.145
1990-1999,0.132,0.136,0.12,0.11,0.081,0.077,0.093,0.079,0.089,0.084
2000-2009,0.118,0.202,0.249,0.02,0.205,0.01,0.088,0.003,0.074,0.03
2010-2019,0.11,0.262,0.359,0.003,0.065,0.003,0.055,0.003,0.133,0.006
2020-2029,0.0,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.056,0.131,0.112,0.106,0.1,0.093,0.143,0.049,0.109,0.101
