,0,1,2,3,4
1920-1929,141,39,145,62,18
1930-1939,165,45,126,57,30
1940-1949,323,200,439,142,132
1950-1959,970,380,962,525,418
1960-1969,1873,1311,1884,1873,1132
1970-1979,2567,3174,2479,4443,2985
1980-1989,3551,6194,3115,6757,5672
1990-1999,4360,10782,3910,9686,9630
2000-2009,3758,13005,3297,9544,10285
2010-2019,2579,9093,1957,6782,6561
2020-2029,22,98,27,87,47
Total,20309,44321,18341,39958,36910
