,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,,,,,,,,,,
1960-1969,0.0,0.0,0.167,0.167,0.167,0.0,0.0,0.333,0.167,0.0
1970-1979,0.02,0.01,0.164,0.179,0.199,0.005,0.129,0.08,0.104,0.109
1980-1989,0.038,0.017,0.225,0.117,0.204,0.025,0.108,0.075,0.096,0.096
1990-1999,0.172,0.113,0.097,0.092,0.118,0.105,0.063,0.071,0.067,0.101
2000-2009,0.338,0.244,0.094,0.026,0.013,0.167,0.009,0.064,0.034,0.013
2010-2019,0.4,0.292,0.08,0.008,0.008,0.14,0.02,0.016,0.028,0.008
2020-2029,0.571,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.143
