,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
1960-1969,0.01,0.0,0.098,0.392,0.118,0.02,0.098,0.108,0.088,0.069
1970-1979,0.022,0.009,0.161,0.214,0.165,0.018,0.134,0.103,0.098,0.076
1980-1989,0.028,0.031,0.11,0.119,0.167,0.019,0.186,0.085,0.129,0.126
1990-1999,0.171,0.171,0.138,0.083,0.055,0.077,0.072,0.11,0.066,0.055
2000-2009,0.302,0.23,0.095,0.008,0.008,0.23,0.024,0.056,0.048,0.0
2010-2019,0.454,0.329,0.026,0.0,0.007,0.105,0.013,0.026,0.033,0.007
2020-2029,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0
