,0,1,2,3,4,5,6,7,8,9
1920-1929,2934,2417,8288,14598,9768,3226,3411,3632,2380,8262
1930-1939,4249,3539,14286,15626,11839,4111,4289,4695,2960,10206
1940-1949,4759,3797,13800,14857,10294,4284,4746,5587,3378,9611
1950-1959,6245,3907,11599,11346,10421,5201,5235,6886,3851,10612
1960-1969,14085,8184,13932,13832,13356,9752,9291,10520,8903,14022
1970-1979,19358,13260,11959,11725,13258,13874,14001,13998,13094,12869
1980-1989,14124,11045,8563,6950,8063,12114,12083,10972,11343,8550
1990-1999,10090,12831,5543,4445,7670,13391,11510,11276,11507,7471
2000-2009,9242,16191,5269,4116,5813,14080,10408,10933,14557,7666
2010-2019,6286,14065,4239,3162,3956,10609,9006,8635,14254,5426
2020-2029,81,304,57,47,61,130,105,149,270,39
Total,91453,89540,97535,100704,94499,90772,84085,87283,86497,94734
