,0,1,2,3,4,5,6,7,8,9
1920-1929,128,42,109,171,100,23,35,20,19,134
1930-1939,69,31,139,133,129,32,36,64,34,168
1940-1949,190,141,272,472,228,142,213,185,99,460
1950-1959,741,355,890,897,722,459,388,519,365,912
1960-1969,2526,1141,1532,1646,1599,1341,1332,1298,1182,1882
1970-1979,5130,3221,2445,2207,2734,2951,2983,2848,3061,2608
1980-1989,6720,6367,3417,2939,3505,5863,5099,5164,5295,4188
1990-1999,8206,10728,4211,3524,5316,10270,8034,7889,9529,5689
2000-2009,7678,14072,3649,3026,4132,10990,7438,8635,11543,5327
2010-2019,4548,10200,2735,1924,2317,6883,5312,5679,8990,3277
2020-2029,36,93,29,25,18,53,52,40,184,13
Total,35972,46391,19428,16964,20800,39007,30922,32341,40301,24658
