,0,1,2,3,4,5,6,7,8,9
1920-1929,0.05,0.041,0.141,0.248,0.166,0.055,0.058,0.062,0.04,0.14
1930-1939,0.056,0.047,0.188,0.206,0.156,0.054,0.057,0.062,0.039,0.135
1940-1949,0.063,0.051,0.184,0.198,0.137,0.057,0.063,0.074,0.045,0.128
1950-1959,0.083,0.052,0.154,0.151,0.138,0.069,0.07,0.091,0.051,0.141
1960-1969,0.122,0.071,0.12,0.119,0.115,0.084,0.08,0.091,0.077,0.121
1970-1979,0.141,0.097,0.087,0.085,0.096,0.101,0.102,0.102,0.095,0.094
1980-1989,0.136,0.106,0.082,0.067,0.078,0.117,0.116,0.106,0.109,0.082
1990-1999,0.105,0.134,0.058,0.046,0.08,0.14,0.12,0.118,0.12,0.078
2000-2009,0.094,0.165,0.054,0.042,0.059,0.143,0.106,0.111,0.148,0.078
2010-2019,0.079,0.177,0.053,0.04,0.05,0.133,0.113,0.108,0.179,0.068
2020-2029,0.065,0.245,0.046,0.038,0.049,0.105,0.084,0.12,0.217,0.031
Total,0.1,0.098,0.106,0.11,0.103,0.099,0.092,0.095,0.094,0.103
