,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,0.154,0.115,0.0,0.135,0.077,0.154,0.115,0.212,0.0,0.038
1950-1959,0.273,0.091,0.023,0.136,0.068,0.068,0.023,0.318,0.0,0.0
1960-1969,0.095,0.164,0.0,0.164,0.156,0.138,0.124,0.127,0.0,0.032
1970-1979,0.047,0.199,0.0,0.163,0.141,0.135,0.162,0.13,0.002,0.021
1980-1989,0.02,0.211,0.0,0.171,0.146,0.148,0.149,0.137,0.0,0.017
1990-1999,0.01,0.203,0.0,0.188,0.151,0.151,0.153,0.131,0.0,0.014
2000-2009,0.004,0.226,0.0,0.184,0.134,0.158,0.146,0.134,0.0,0.014
2010-2019,0.001,0.225,0.0,0.206,0.143,0.141,0.152,0.121,0.0,0.011
2020-2029,0.0,0.154,0.0,0.192,0.154,0.231,0.154,0.115,0.0,0.0
Total,0.067,0.176,0.003,0.171,0.13,0.147,0.131,0.158,0.0,0.016
