,0,1,2,3,4,5,6,7,8,9
1920-1929,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0
1940-1949,8,6,0,7,4,8,6,11,0,2
1950-1959,12,4,1,6,3,3,1,14,0,0
1960-1969,33,57,0,57,54,48,43,44,0,11
1970-1979,55,232,0,190,165,158,189,152,2,25
1980-1989,40,429,1,349,298,302,304,278,1,34
1990-1999,33,678,0,628,505,504,510,439,0,46
2000-2009,13,809,0,658,482,566,525,482,0,50
2010-2019,2,555,0,508,352,348,373,298,0,26
2020-2029,0,4,0,5,4,6,4,3,0,0
Total,196,2774,2,2408,1867,1943,1955,1721,3,194
