,0,1,2,3,4,5,6,7,8,9
1920-1929,0.226,0.081,0.0,0.145,0.081,0.113,0.097,0.21,0.0,0.048
1930-1939,0.427,0.062,0.0,0.052,0.062,0.042,0.104,0.24,0.0,0.01
1940-1949,0.367,0.1,0.002,0.069,0.072,0.074,0.108,0.193,0.004,0.011
1950-1959,0.381,0.111,0.0,0.061,0.066,0.07,0.08,0.224,0.002,0.005
1960-1969,0.156,0.17,0.0,0.144,0.116,0.112,0.133,0.14,0.002,0.027
1970-1979,0.055,0.209,0.0,0.162,0.139,0.141,0.138,0.134,0.0,0.021
1980-1989,0.024,0.212,0.0,0.167,0.135,0.152,0.151,0.141,0.0,0.019
1990-1999,0.008,0.208,0.0,0.176,0.148,0.149,0.144,0.148,0.0,0.019
2000-2009,0.003,0.213,0.0,0.19,0.145,0.15,0.151,0.136,0.001,0.011
2010-2019,0.002,0.204,0.0,0.196,0.149,0.152,0.159,0.125,0.0,0.013
2020-2029,0.0,0.246,0.0,0.262,0.148,0.066,0.098,0.18,0.0,0.0
Total,0.15,0.165,0.0,0.148,0.114,0.111,0.124,0.17,0.001,0.017
