,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,,,,,,,,,,
1960-1969,0.0,0.0,0.197,0.167,0.182,0.121,0.212,0.0,0.015,0.106
1970-1979,0.0,0.0,0.216,0.178,0.154,0.149,0.212,0.005,0.014,0.072
1980-1989,0.0,0.0,0.286,0.149,0.08,0.198,0.168,0.023,0.019,0.076
1990-1999,0.0,0.013,0.19,0.152,0.139,0.152,0.114,0.063,0.038,0.139
2000-2009,0.0,0.0,0.059,0.294,0.176,0.118,0.0,0.118,0.118,0.118
2010-2019,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.333,0.0
2020-2029,,,,,,,,,,
Total,0.0,0.003,0.235,0.164,0.124,0.167,0.175,0.022,0.024,0.087
