,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.0,0.333,0.333,0.333,0.0,0.0,0.0,0.0,0.0
1960-1969,0.0,0.005,0.186,0.245,0.167,0.132,0.147,0.015,0.029,0.074
1970-1979,0.0,0.0,0.188,0.188,0.167,0.201,0.159,0.016,0.008,0.076
1980-1989,0.0,0.0,0.249,0.144,0.124,0.167,0.175,0.031,0.023,0.088
1990-1999,0.006,0.0,0.213,0.135,0.09,0.146,0.18,0.045,0.045,0.14
2000-2009,0.0,0.047,0.047,0.116,0.07,0.093,0.047,0.233,0.14,0.209
2010-2019,0.0,0.143,0.286,0.0,0.143,0.143,0.0,0.143,0.0,0.143
2020-2029,,,,,,,,,,
Total,0.001,0.003,0.205,0.173,0.139,0.165,0.159,0.033,0.026,0.094
