,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,9,0,1,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,2,0,1,10,1,0,1,0,1,9,0,0,0,0,1,0,4,4,1,1
1960-1969,68,95,85,139,59,68,102,108,87,89,58,132,87,71,229,63,98,86,61,89
1970-1979,279,176,248,242,139,118,220,201,200,173,144,200,230,247,193,252,286,150,190,204
1980-1989,389,268,317,308,194,192,300,266,312,293,282,244,263,289,270,429,425,260,288,269
1990-1999,140,178,202,150,185,134,136,191,161,231,170,181,175,192,210,141,142,128,178,152
2000-2009,110,135,114,74,175,119,93,91,134,116,174,101,84,153,100,98,70,124,131,149
2010-2019,114,103,108,91,261,316,146,95,104,146,159,81,108,84,201,119,85,112,194,164
2020-2029,1,4,1,5,2,4,4,1,6,2,0,0,4,14,4,2,4,3,2,5
Total,1103,959,1085,1019,1017,951,1002,953,1006,1059,987,939,955,1050,1209,1104,1115,867,1045,1033
