,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.056,0.056,0.148,0.037,0.074,0.056,0.0,0.037,0.056,0.019,0.056,0.037,0.019,0.0,0.0,0.037,0.019,0.019,0.037,0.241
1960-1969,0.029,0.049,0.054,0.094,0.031,0.027,0.051,0.044,0.046,0.052,0.036,0.102,0.044,0.04,0.068,0.048,0.043,0.064,0.047,0.03
1970-1979,0.049,0.039,0.069,0.077,0.025,0.031,0.051,0.063,0.051,0.053,0.037,0.058,0.045,0.053,0.05,0.054,0.062,0.047,0.048,0.037
1980-1989,0.066,0.047,0.053,0.044,0.029,0.028,0.048,0.061,0.051,0.058,0.038,0.047,0.055,0.049,0.056,0.066,0.067,0.038,0.054,0.044
1990-1999,0.047,0.056,0.048,0.037,0.038,0.044,0.055,0.055,0.049,0.046,0.053,0.042,0.052,0.054,0.04,0.055,0.056,0.051,0.067,0.056
2000-2009,0.04,0.059,0.036,0.028,0.083,0.065,0.032,0.048,0.052,0.057,0.07,0.039,0.044,0.048,0.051,0.037,0.036,0.047,0.068,0.059
2010-2019,0.034,0.074,0.037,0.027,0.095,0.099,0.037,0.031,0.035,0.038,0.065,0.049,0.058,0.045,0.068,0.037,0.046,0.034,0.045,0.046
2020-2029,0.018,0.071,0.045,0.045,0.17,0.036,0.0,0.027,0.054,0.027,0.045,0.009,0.125,0.054,0.062,0.018,0.018,0.089,0.054,0.036
Total,0.042,0.056,0.061,0.049,0.068,0.048,0.034,0.046,0.049,0.044,0.05,0.048,0.055,0.043,0.049,0.044,0.043,0.049,0.052,0.069
