,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1960-1969,5,6,19,3,2,3,17,9,6,2,0,1,4,5,7,4,2,4,6,6
1970-1979,164,158,240,252,89,93,248,238,178,165,132,161,139,232,182,288,228,164,159,166
1980-1989,269,188,237,247,123,116,267,213,260,222,177,207,254,212,177,291,324,182,214,247
1990-1999,222,227,247,171,225,165,212,229,203,261,288,172,163,247,214,213,208,191,253,277
2000-2009,139,240,174,162,389,244,222,179,193,194,326,216,155,233,190,158,147,218,259,284
2010-2019,173,296,153,170,653,430,235,182,190,172,270,131,192,192,199,200,144,187,202,241
2020-2029,2,4,7,5,17,9,2,6,11,10,9,10,1,6,8,2,2,10,2,6
Total,974,1119,1077,1010,1498,1060,1203,1056,1041,1026,1202,898,908,1127,977,1156,1055,956,1095,1227
