,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,3,3,8,2,4,3,0,2,3,1,3,2,1,0,0,2,1,1,2,13
1960-1969,90,150,167,291,96,84,157,135,143,159,111,314,135,124,209,149,134,196,145,92
1970-1979,282,227,395,443,141,181,293,360,293,307,214,334,261,305,286,311,356,271,273,214
1980-1989,391,278,312,262,169,165,284,357,303,343,226,274,325,289,328,391,392,222,318,261
1990-1999,187,222,192,146,151,174,220,219,195,185,210,168,208,214,158,218,221,204,265,223
2000-2009,154,225,137,108,319,247,123,183,199,217,268,151,167,185,196,141,139,180,261,226
2010-2019,68,148,73,54,190,197,73,61,70,76,129,98,116,89,135,74,92,68,89,91
2020-2029,2,8,5,5,19,4,0,3,6,3,5,1,14,6,7,2,2,10,6,4
Total,1177,1261,1289,1311,1089,1055,1150,1320,1212,1291,1166,1342,1227,1212,1319,1288,1337,1152,1359,1124
