,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,1,2,2,3,0,1,2,0,0,0,0,0,1,0,0,0,4
1930-1939,5,2,7,2,2,0,0,1,0,1,0,0,1,0,1,1,1,2,0,4
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,2,3,1,1,1,3,4,2,1,3,6,3,3,6,1,1,2,3,3,3
1960-1969,185,197,296,403,150,92,254,201,231,234,185,259,219,158,254,231,218,285,201,201
1970-1979,401,356,433,552,196,254,388,475,394,344,278,406,378,395,348,455,511,407,332,311
1980-1989,497,370,404,394,231,276,427,388,453,407,395,359,442,404,386,525,512,386,349,374
1990-1999,480,466,392,319,390,342,389,356,446,478,387,278,340,358,341,302,387,400,465,394
2000-2009,245,272,259,159,440,315,223,235,285,328,340,247,268,271,214,218,174,282,376,352
2010-2019,233,304,236,166,494,565,271,206,256,289,384,221,199,299,269,217,182,267,358,291
2020-2029,2,9,8,3,11,14,13,6,0,3,7,3,7,9,3,7,1,8,0,5
Total,2050,1979,2036,2000,1917,1863,1972,1870,2067,2089,1982,1776,1857,1900,1817,1958,1988,2040,2084,1939
