,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.059,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.529,0.059,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.059,0.0,0.0
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.111,0.028,0.056,0.0,0.0,0.028,0.028,0.278,0.028,0.028,0.0,0.111,0.0,0.0,0.0,0.25,0.0,0.028,0.0,0.028
1960-1969,0.052,0.054,0.036,0.038,0.058,0.033,0.031,0.074,0.045,0.122,0.046,0.046,0.051,0.031,0.07,0.047,0.036,0.046,0.034,0.047
1970-1979,0.07,0.054,0.068,0.06,0.049,0.046,0.034,0.059,0.061,0.047,0.056,0.037,0.043,0.035,0.049,0.042,0.029,0.049,0.062,0.05
1980-1989,0.073,0.051,0.066,0.049,0.045,0.049,0.033,0.053,0.054,0.046,0.045,0.044,0.046,0.048,0.042,0.05,0.033,0.053,0.073,0.046
1990-1999,0.042,0.04,0.041,0.057,0.057,0.053,0.055,0.044,0.06,0.062,0.052,0.038,0.053,0.05,0.054,0.068,0.04,0.048,0.042,0.045
2000-2009,0.03,0.04,0.047,0.065,0.039,0.056,0.075,0.032,0.049,0.043,0.036,0.053,0.058,0.074,0.043,0.049,0.051,0.057,0.042,0.064
2010-2019,0.03,0.052,0.041,0.03,0.034,0.07,0.094,0.033,0.039,0.072,0.039,0.04,0.037,0.057,0.029,0.052,0.113,0.037,0.043,0.059
2020-2029,0.059,0.059,0.015,0.206,0.015,0.029,0.029,0.074,0.015,0.059,0.059,0.044,0.059,0.0,0.0,0.029,0.059,0.088,0.029,0.074
Total,0.058,0.042,0.041,0.056,0.033,0.04,0.049,0.072,0.098,0.06,0.063,0.046,0.038,0.033,0.032,0.065,0.04,0.052,0.036,0.046
