,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.75,0.0
1930-1939,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1940-1949,,,,,,,,,,
1950-1959,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.0
1960-1969,0.027,0.027,0.027,0.116,0.306,0.041,0.041,0.102,0.252,0.061
1970-1979,0.102,0.083,0.0,0.194,0.148,0.056,0.037,0.111,0.231,0.037
1980-1989,0.195,0.131,0.008,0.089,0.153,0.034,0.042,0.085,0.199,0.064
1990-1999,0.251,0.185,0.007,0.059,0.08,0.026,0.035,0.166,0.12,0.071
2000-2009,0.298,0.332,0.0,0.001,0.025,0.052,0.008,0.119,0.118,0.047
2010-2019,0.313,0.368,0.001,0.002,0.02,0.041,0.005,0.121,0.087,0.043
2020-2029,0.188,0.438,0.0,0.031,0.062,0.125,0.0,0.062,0.062,0.031
Total,0.157,0.156,0.004,0.049,0.244,0.037,0.017,0.097,0.202,0.035
