,0,1,2,3,4,5,6,7,8,9
1920-1929,0.0,0.507,0.001,0.241,0.0,0.0,0.032,0.0,0.0,0.218
1930-1939,0.0,0.482,0.006,0.246,0.0,0.0,0.03,0.0,0.0,0.236
1940-1949,0.0,0.531,0.002,0.239,0.002,0.0,0.044,0.0,0.0,0.182
1950-1959,0.0,0.414,0.003,0.298,0.0,0.0,0.059,0.003,0.0,0.222
1960-1969,0.0,0.412,0.001,0.289,0.0,0.001,0.064,0.0,0.0,0.232
1970-1979,0.002,0.43,0.005,0.256,0.002,0.0,0.09,0.0,0.0,0.215
1980-1989,0.0,0.419,0.0,0.282,0.0,0.0,0.1,0.0,0.0,0.199
1990-1999,0.0,0.274,0.007,0.341,0.0,0.0,0.148,0.0,0.007,0.222
2000-2009,0.0,0.382,0.0,0.303,0.0,0.0,0.066,0.0,0.0,0.25
2010-2019,0.0,0.364,0.0,0.273,0.0,0.0,0.091,0.0,0.0,0.273
2020-2029,,,,,,,,,,
Total,0.0,0.421,0.003,0.277,0.0,0.0,0.072,0.0,0.001,0.225
