,0,1,2,3,4,5,6,7,8,9
1920-1929,54,0,0,0,1,0,0,0,29,23
1930-1939,116,0,0,0,7,1,0,0,43,54
1940-1949,131,0,1,1,12,1,0,1,59,50
1950-1959,120,0,1,0,12,0,0,0,98,52
1960-1969,171,0,0,0,35,2,0,0,118,98
1970-1979,125,0,0,0,20,0,0,0,87,64
1980-1989,73,0,0,0,27,0,0,0,57,35
1990-1999,31,0,0,0,7,0,0,0,26,18
2000-2009,18,0,0,0,7,0,0,1,15,12
2010-2019,6,0,0,0,1,0,0,0,3,1
2020-2029,0,0,0,0,0,0,0,0,0,0
Total,845,0,2,1,129,4,0,2,535,407
