,0,1,2,3,4,5,6,7,8,9
1920-1929,0.176,0.0,0.529,0.0,0.176,0.118,0.0,0.0,0.0,0.0
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.056,0.444,0.083,0.0,0.111,0.167,0.111,0.0,0.0,0.028
1960-1969,0.089,0.092,0.197,0.061,0.072,0.162,0.099,0.057,0.062,0.109
1970-1979,0.119,0.092,0.122,0.056,0.089,0.116,0.145,0.054,0.117,0.092
1980-1989,0.152,0.102,0.089,0.064,0.092,0.111,0.112,0.053,0.144,0.082
1990-1999,0.094,0.143,0.096,0.089,0.099,0.088,0.086,0.088,0.105,0.111
2000-2009,0.064,0.117,0.078,0.123,0.122,0.072,0.064,0.172,0.095,0.094
2010-2019,0.046,0.095,0.07,0.181,0.111,0.048,0.065,0.205,0.084,0.096
2020-2029,0.074,0.088,0.118,0.162,0.044,0.059,0.044,0.074,0.279,0.059
Total,0.096,0.13,0.154,0.082,0.102,0.104,0.081,0.078,0.099,0.074
