,0,1,2,3,4,5,6,7,8,9
1920-1929,0.529,0.0,0.176,0.176,0.0,0.0,0.0,0.0,0.118,0.0
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.083,0.028,0.111,0.056,0.0,0.0,0.111,0.444,0.167,0.0
1960-1969,0.197,0.109,0.072,0.089,0.062,0.061,0.099,0.092,0.162,0.057
1970-1979,0.122,0.092,0.089,0.119,0.117,0.056,0.145,0.092,0.116,0.054
1980-1989,0.089,0.082,0.092,0.152,0.144,0.064,0.112,0.102,0.111,0.053
1990-1999,0.096,0.111,0.099,0.094,0.105,0.089,0.086,0.143,0.088,0.088
2000-2009,0.078,0.094,0.122,0.064,0.095,0.123,0.064,0.117,0.072,0.172
2010-2019,0.07,0.096,0.111,0.046,0.084,0.181,0.065,0.095,0.048,0.205
2020-2029,0.118,0.059,0.044,0.074,0.279,0.162,0.044,0.088,0.059,0.074
Total,0.103,0.094,0.096,0.105,0.111,0.089,0.101,0.107,0.1,0.093
