,0,1,2,3,4,5,6,7,8,9
1920-1929,0.062,0.188,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0
1930-1939,0.367,0.2,0.1,0.0,0.0,0.067,0.133,0.067,0.0,0.067
1940-1949,,,,,,,,,,
1950-1959,0.077,0.077,0.115,0.154,0.077,0.192,0.019,0.192,0.077,0.019
1960-1969,0.154,0.068,0.106,0.09,0.095,0.061,0.086,0.1,0.181,0.059
1970-1979,0.121,0.081,0.094,0.112,0.138,0.062,0.111,0.091,0.138,0.053
1980-1989,0.103,0.087,0.107,0.104,0.135,0.075,0.121,0.099,0.112,0.058
1990-1999,0.088,0.119,0.12,0.087,0.093,0.096,0.099,0.128,0.083,0.089
2000-2009,0.067,0.126,0.142,0.057,0.073,0.123,0.079,0.118,0.069,0.147
2010-2019,0.065,0.101,0.113,0.062,0.09,0.196,0.077,0.097,0.051,0.148
2020-2029,0.042,0.143,0.059,0.042,0.168,0.286,0.025,0.092,0.017,0.126
Total,0.115,0.119,0.145,0.071,0.112,0.116,0.075,0.098,0.073,0.076
