,0,1,2,3,4,5,6,7,8,9
1920-1929,,,,,,,,,,
1930-1939,,,,,,,,,,
1940-1949,,,,,,,,,,
1950-1959,0.0,0.056,0.13,0.093,0.093,0.111,0.13,0.0,0.019,0.37
1960-1969,0.079,0.088,0.214,0.063,0.106,0.171,0.059,0.056,0.091,0.073
1970-1979,0.108,0.094,0.138,0.062,0.103,0.147,0.098,0.047,0.111,0.092
1980-1989,0.126,0.113,0.099,0.056,0.098,0.108,0.131,0.047,0.138,0.085
1990-1999,0.109,0.106,0.074,0.104,0.104,0.084,0.093,0.084,0.126,0.118
2000-2009,0.058,0.112,0.075,0.14,0.124,0.076,0.06,0.159,0.096,0.1
2010-2019,0.07,0.076,0.071,0.124,0.088,0.064,0.072,0.207,0.084,0.145
2020-2029,0.054,0.134,0.027,0.143,0.045,0.08,0.027,0.357,0.027,0.107
Total,0.075,0.097,0.103,0.098,0.095,0.105,0.084,0.119,0.086,0.136
