,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930-1939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1940-1949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1950-1959,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
1960-1969,1,0,104,0,117,71,92,46,50,67,6,31,42,42,19,11,8,48,35,9
1970-1979,0,5,307,2,188,181,197,112,173,128,21,73,64,104,20,15,16,85,68,10
1980-1989,0,3,436,3,177,265,222,169,241,85,10,101,107,85,24,17,30,116,105,13
1990-1999,2,9,139,3,79,83,80,78,89,45,24,67,55,56,20,14,23,41,47,8
2000-2009,0,4,15,2,22,4,13,15,1,27,25,12,17,17,6,4,6,10,10,6
2010-2019,1,4,3,2,7,0,2,2,2,8,3,2,7,4,1,3,3,2,1,0
2020-2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total,4,25,1004,12,590,604,606,422,557,360,89,286,293,309,90,64,86,302,266,47
