,0,1,2,3,4
1920-1929,,,,,
1930-1939,,,,,
1940-1949,,,,,
1950-1959,0.071,0.348,0.098,0.411,0.071
1960-1969,0.062,0.159,0.161,0.463,0.154
1970-1979,0.074,0.168,0.216,0.356,0.185
1980-1989,0.091,0.186,0.271,0.216,0.236
1990-1999,0.173,0.238,0.21,0.13,0.25
2000-2009,0.289,0.28,0.122,0.131,0.178
2010-2019,0.39,0.253,0.103,0.077,0.177
2020-2029,0.4,0.27,0.135,0.033,0.163
Total,0.194,0.238,0.165,0.227,0.177
