,0,1,2,3,4
1920-1929,0,21,11,0,0
1930-1939,0,0,0,0,0
1940-1949,0,0,0,0,0
1950-1959,2,47,17,5,2
1960-1969,235,1776,641,518,526
1970-1979,632,2425,2022,1402,1701
1980-1989,1158,2334,3209,2264,2704
1990-1999,1273,1159,1248,1801,1193
2000-2009,1416,500,556,1435,740
2010-2019,2264,433,691,1328,896
2020-2029,11,3,32,30,64
Total,6991,8698,8427,8783,7826
