,0,1,2,3,4
1920-1929,0.065,0.226,0.0,0.452,0.258
1930-1939,0.062,0.203,0.203,0.531,0.0
1940-1949,,,,,
1950-1959,0.094,0.66,0.019,0.142,0.085
1960-1969,0.062,0.444,0.155,0.175,0.164
1970-1979,0.079,0.31,0.232,0.17,0.21
1980-1989,0.103,0.223,0.237,0.2,0.237
1990-1999,0.173,0.186,0.179,0.276,0.186
2000-2009,0.262,0.106,0.121,0.343,0.168
2010-2019,0.324,0.091,0.131,0.275,0.178
2020-2029,0.555,0.052,0.035,0.262,0.096
Total,0.163,0.222,0.182,0.238,0.194
