,0,1,2,3,4,5,6,7,8,9
1920-1929,0.176,0.044,0.353,0.074,0.103,0.0,0.118,0.015,0.118,0.0
1930-1939,0.358,0.151,0.113,0.132,0.019,0.057,0.075,0.057,0.0,0.038
1940-1949,,,,,,,,,,
1950-1959,0.106,0.156,0.119,0.075,0.031,0.094,0.094,0.194,0.119,0.012
1960-1969,0.173,0.078,0.104,0.084,0.086,0.06,0.082,0.093,0.184,0.055
1970-1979,0.117,0.087,0.095,0.113,0.127,0.06,0.12,0.099,0.132,0.049
1980-1989,0.098,0.084,0.1,0.128,0.133,0.065,0.127,0.11,0.104,0.051
1990-1999,0.086,0.107,0.12,0.095,0.098,0.094,0.095,0.128,0.088,0.088
2000-2009,0.07,0.114,0.129,0.06,0.09,0.133,0.073,0.111,0.066,0.153
2010-2019,0.06,0.109,0.102,0.057,0.086,0.152,0.065,0.096,0.054,0.217
2020-2029,0.091,0.111,0.041,0.067,0.082,0.122,0.08,0.103,0.068,0.235
Total,0.134,0.104,0.128,0.089,0.086,0.084,0.093,0.101,0.093,0.09
