,0,1,2,3,4,5,6,7,8,9
1920-1929,0.047,0.041,0.183,0.223,0.148,0.062,0.064,0.066,0.044,0.123
1930-1939,0.063,0.044,0.151,0.237,0.153,0.053,0.068,0.072,0.042,0.116
1940-1949,0.07,0.041,0.191,0.189,0.153,0.053,0.06,0.068,0.044,0.13
1950-1959,0.085,0.048,0.162,0.151,0.146,0.066,0.073,0.084,0.049,0.138
1960-1969,0.127,0.065,0.127,0.119,0.122,0.078,0.08,0.093,0.073,0.115
1970-1979,0.15,0.093,0.086,0.09,0.093,0.097,0.099,0.108,0.09,0.094
1980-1989,0.143,0.111,0.079,0.06,0.079,0.113,0.12,0.108,0.103,0.085
1990-1999,0.101,0.144,0.059,0.047,0.075,0.137,0.12,0.12,0.125,0.071
2000-2009,0.1,0.171,0.049,0.044,0.058,0.154,0.098,0.115,0.132,0.079
2010-2019,0.071,0.163,0.05,0.045,0.05,0.124,0.118,0.132,0.181,0.066
2020-2029,0.091,0.31,0.015,0.041,0.005,0.041,0.112,0.122,0.234,0.03
Total,0.095,0.112,0.105,0.113,0.098,0.089,0.092,0.099,0.101,0.095
