,0,1,2,3,4,5,6,7,8,9
1920-1929,0.054,0.04,0.128,0.25,0.172,0.052,0.057,0.059,0.04,0.147
1930-1939,0.054,0.046,0.192,0.204,0.156,0.056,0.055,0.059,0.039,0.138
1940-1949,0.065,0.05,0.194,0.186,0.137,0.057,0.064,0.074,0.046,0.128
1950-1959,0.1,0.054,0.15,0.146,0.127,0.07,0.064,0.097,0.053,0.14
1960-1969,0.132,0.074,0.114,0.111,0.106,0.085,0.08,0.089,0.08,0.13
1970-1979,0.151,0.102,0.087,0.078,0.093,0.103,0.1,0.099,0.097,0.09
1980-1989,0.138,0.111,0.086,0.063,0.069,0.123,0.106,0.104,0.115,0.085
1990-1999,0.102,0.138,0.052,0.046,0.083,0.144,0.116,0.12,0.117,0.081
2000-2009,0.093,0.178,0.046,0.042,0.059,0.147,0.097,0.114,0.146,0.077
2010-2019,0.094,0.188,0.048,0.036,0.051,0.137,0.104,0.106,0.171,0.063
2020-2029,0.062,0.281,0.052,0.052,0.0,0.031,0.01,0.198,0.312,0.0
Total,0.095,0.115,0.104,0.11,0.096,0.092,0.078,0.102,0.111,0.098
