,0,1,2,3,4,5,6,7,8,9
1920-1929,890,754,2450,4510,2945,974,1099,1006,725,2317
1930-1939,1288,1117,4363,4971,3989,1225,1303,1408,957,3287
1940-1949,1231,1083,3226,4318,2634,1182,1375,1506,886,2681
1950-1959,1735,1156,3587,3169,3160,1570,1552,2068,1130,3250
1960-1969,3948,2095,4063,3830,3664,2819,2526,2858,2510,3726
1970-1979,5298,3591,3102,3221,3749,3807,3882,3719,3573,3664
1980-1989,4783,4040,3063,2448,2756,4235,3856,3791,3727,3074
1990-1999,3799,4922,1896,1654,2595,4734,3864,3756,4430,2728
2000-2009,2793,4790,1471,1108,1704,4098,3039,3137,4307,2085
2010-2019,2103,4392,1250,1029,1084,3248,2810,2624,4431,1441
2020-2029,44,77,31,15,15,60,58,53,154,15
Total,27912,28017,28502,30273,28295,27952,25364,25926,26830,28268
