,0,1,2,3,4,5,6,7,8,9
1920-1929,321,213,517,1510,807,291,272,345,150,768
1930-1939,219,138,618,581,358,135,174,189,93,344
1940-1949,750,606,2141,2378,1486,665,735,946,569,1523
1950-1959,2077,1354,3646,4051,3437,1776,1804,2197,1323,3560
1960-1969,3860,2254,3517,3903,3593,2490,2632,2898,2355,3839
1970-1979,4946,3248,2890,2734,3181,3217,3248,3124,2938,3123
1980-1989,3887,3437,1998,1757,2213,3254,3090,2909,3060,2260
1990-1999,2184,2739,1191,913,1416,2497,2378,2158,2342,1600
2000-2009,2276,3689,1207,845,1283,3001,2361,2452,3634,1552
2010-2019,697,1675,495,337,463,1209,1244,1048,1796,643
2020-2029,5,42,14,10,28,32,5,5,34,6
Total,21222,19395,18234,19019,18265,18567,17943,18271,18294,19218
