,0,1,2,3,4,5,6,7,8,9
1920-1929,1159,868,2738,5375,3684,1120,1229,1269,854,3163
1930-1939,1636,1403,5832,6178,4741,1703,1673,1802,1175,4187
1940-1949,1958,1519,5841,5618,4129,1732,1920,2226,1387,3850
1950-1959,2187,1174,3292,3190,2772,1544,1402,2125,1158,3066
1960-1969,5049,2842,4362,4249,4071,3247,3075,3410,3051,4982
1970-1979,6951,4716,3990,3568,4302,4761,4583,4563,4467,4128
1980-1989,4260,3438,2670,1965,2135,3821,3284,3220,3557,2620
1990-1999,3769,5096,1912,1692,3057,5326,4291,4441,4331,2997
2000-2009,3840,7361,1896,1732,2452,6080,4023,4696,6028,3175
2010-2019,3040,6054,1558,1169,1645,4427,3341,3427,5501,2041
2020-2029,6,27,5,5,0,3,1,19,30,0
Total,33855,34498,34096,34741,32988,33764,28822,31198,31539,34209
